Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description
Classic Gingerbread Cutouts,4.3,"These gingerbread cut out cookies are so versatile! They are delicious, naturally low-fat, and even make terrific Christmas ornaments that keep for years. Royal icing is best for decoration.",30 mins,10 mins,1 hr,36,"½ cup butter, softened | ½ cup brown sugar | ⅔ cup molasses | 2 eggs | 4 cups all-purpose flour, divided | ½ teaspoon baking soda | ½ teaspoon salt | ½ teaspoon ground allspice | ½ teaspoon ground cloves | ½ teaspoon ground cinnamon | ½ teaspoon ground ginger | 1 pound confectioners' sugar | ½ teaspoon cream of tartar | 3 egg whites",https://www.allrecipes.com/thmb/0GzRnHQH6FY2A-UqRnRM2i7SfTQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-23073-classic-gingerbread-cutouts-Hero-One-4x3-e15e1b0347584f12b07a10bc7680bb4b.jpg,30.0,10.0,60.0,20.0,D,Short Wait,Wait time 1-30 min
Dump-and-Go Instant Pot Tortilla Soup,4.3,"This is a super hands-off Instant Pot version of my favorite Allrecipes Six Can Tortilla Soup recipe. Feel free to customize the toppings with more of your favorite tortilla soup toppings, like diced avocado, sour cream, cilantro, diced red onion, etc. My rule of thumb with this soup is that if a topping is good on a taco, it's also good on top of this soup.",5 mins,20 mins,30 mins,4,"2 (14.5 ounce) cans chicken broth | 1 (15 ounce) can whole kernel corn, drained | 1 (15 ounce) can black beans, rinsed and drained | 2 (5 ounce) cans chicken breast chunks, drained | 1 (10 ounce) can diced tomatoes with green chile peppers (such as RO*TEL®) | ½ teaspoon chili powder | ½ teaspoon seasoning salt | ½ teaspoon garlic powder | 1 (3.5 ounce) package tortilla strips, for garnish | 2 tablespoons shredded Mexican cheese blend, or to taste",https://www.allrecipes.com/thmb/HOJ4K2EPK5GgomDXlYOsi5uk4KU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1674169949Dump-and-Go20Instant20Pot20Tortilla20Soup-26e356515e554bca8c38785be4514cd6.jpg,5.0,20.0,30.0,5.0,D,Short Wait,Wait time 1-30 min
Ultimate High-Altitude Chocolate Chip Cookies,4.4,"This high-altitude chocolate chip cookie recipe is one to try if you live in higher elevations. You'll never go back to totally flat, stiff, and tasteless cookies again!",15 mins,15 mins,30 mins,48,"3 ½ cups all-purpose flour | 1 teaspoon baking soda | ½ teaspoon salt | 1 cup unsalted butter, softened | 1 cup white sugar | 1 cup packed brown sugar | 3 large eggs | 1 teaspoon vanilla extract | 1 cup semisweet chocolate chips",https://www.allrecipes.com/thmb/vAavnCvT5SROPOFs7ccXWYRAqeQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7538639-ultimate-high-altitude-chocolate-chip-cookies-Enrique-Garcia-4x3-1-b9dc34308f20420f8fc9e6b770f6297c.jpg,15.0,15.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Chicken Cordon Bleu Burgers,4.2,"This is a kid-friendly version of the original with all the taste and very little effort. Chicken, ham, and Swiss cheese are cooked until melty and served on toasted onion buns with a creamy honey mustard sauce. No one could possibly resist this sandwich, especially a Mom with only one pan to clean.",15 mins,15 mins,30 mins,12,"1 cup sour cream | ¼ cup prepared yellow mustard | ¼ cup honey | 6 skinless, boneless chicken breast halves - pounded flat | 2 teaspoons onion powder | 12 slices deli ham | 12 slices Swiss cheese | 12 onion buns",https://www.allrecipes.com/thmb/xkjbk_eSdasZM2AxksRj99L3wUo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AllRecipes_CordonBlueBurger_0002-2000-9bde247c2ddb4fe8ae1d5c9956aaa18a.jpg,15.0,15.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Sweet and Spicy Pepper Relish,4.8,This pepper relish spices everything from grilled cheese sandwiches to burgers and hot dogs. Spoon some over a block of cream cheese and serve with crackers for an easy appetizer.,25 mins,25 mins,1 hr 50 mins,24,"1 pound medium-hot red chile peppers or red jalapeños | 2 small red or orange bell peppers - stemmed, seeded, ribs removed | ½ large onion, peeled and quartered | 1 ¼ cups white sugar | ¾ cup apple cider vinegar | 1 ½ teaspoons pickling salt",https://www.allrecipes.com/thmb/2YOkPnkEf7P7KR2WKlnvLo8dE_Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4521388-sweet-and-spicy-pepper-relish-Buckwheat-Queen-4x3-1-c0b98cf345494a949a69763d297f609a.jpg,25.0,25.0,110.0,60.0,E,Long Wait,Wait time > 30 min
Grandma's Banana Bread,4.8,A super moist banana bread which uses six bananas!,15 mins,1 hr,1 hr 15 mins,12,"3 cups sugar | 1 cup margarine, softened | 1 teaspoon vanilla extract | 4 eggs | 3 ½ cups all-purpose flour | 2 teaspoons baking soda | ¼ teaspoon salt | 1 cup buttermilk | 6 very ripe bananas, mashed",https://www.allrecipes.com/thmb/LJin1j6EJxVnOgXKLdOUAwEgiLY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/837796-233102671a3940998b5927c2fbfa9ccc.jpg,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Tito's Berry Lemonade,5.0,"A refreshing cocktail mixed with fresh berries, lemonade, and Tito's Handmade Vodka. Garnish with a lemon slice or add more strawberries.",5 mins,,5 mins,1,"1 ½ ounces Tito's Handmade Vodka | 4 ounces lemonade | Fresh berries, sliced or whole",https://www.allrecipes.com/thmb/PmrjfJaUMjnL8jHpoof2rtWKs6Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/280030-titos-berry-lemonade-Titos-Handmade-Vodka-4x3-1-ef89e6efaeed4fa687d923056981cb92.jpg,5.0,,5.0,0.0,,,
Oatmeal Peanut Butter Cookies,4.6,These peanut butter oatmeal cookies are a nice change of pace from the usual peanut butter cookie. My husband never liked peanut butter cookies until I made him this recipe.,15 mins,10 mins,25 mins,48,"1 cup peanut butter | 1 cup packed brown sugar | ¾ cup white sugar | ½ cup shortening | ½ cup margarine, softened | 2 large eggs | 1 ½ cups all-purpose flour | 2 teaspoons baking soda | 1 teaspoon salt | 1 cup quick-cooking oats",,15.0,10.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Freezer Breakfast Sandwiches,5.0,"Love this one! With just 30 minutes of preparation on Sunday and I have 3 sandwiches each for my husband & I for the week. Only 2 minutes in the microwave and the best part, no dirty dishes to clean up!",10 mins,20 mins,30 mins,6,"6 sausage patties | coconut oil cooking spray | 6 eggs, divided | 6 dashes cayenne pepper, divided | salt and ground black pepper to taste | 6 whole grain English muffins, split and toasted | 6 slices American processed cheese",https://www.allrecipes.com/thmb/Ervp0kxFcW7fABsZquenOFw--0Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1647988-ca73901ae2514396b576cccf97ab2a16.jpg,10.0,20.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Oyster Mushroom Pasta,4.9,"This is so easy and so delicious. Oyster mushrooms are poached in butter and cream and tossed with pasta, Parmesan cheese and green onions. Mmmmmmmm!",15 mins,30 mins,45 mins,4,"1 (16 ounce) package linguine pasta | ½ cup butter | 1 pound oyster mushrooms, chopped | ⅓ cup chopped fresh parsley | salt and ground black pepper to taste | ⅔ cup heavy whipping cream | 4 green onions, chopped | ¼ cup Parmesan cheese",https://www.allrecipes.com/thmb/MXM1HUxxeS9F6lWZIR74z3Ql-sg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7600115-97901dc8363144dcbd5a95f9a3b754e3.jpg,15.0,30.0,45.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Serendipity Bread,4.8,A flatbread that starts in the bread machine and ends up on an outdoor grill. My sister 'discovered' this bread when she had a batch of bread dough rising in her bread machine when the power went off for the whole day. Incredible.,15 mins,15 mins,1 hr 15 mins,10,1 ¼ cups water | 2 tablespoons butter | 2 tablespoons white sugar | 2 tablespoons milk powder | 1 ½ teaspoons salt | 3 ⅓ cups bread flour | 1 ½ teaspoons active dry yeast | 2 tablespoons olive oil | 2 teaspoons garlic powder (Optional) | 4 ounces crumbled feta cheese (Optional),https://www.allrecipes.com/thmb/HX9N2zYlmp6d2MZie15qKghwZOU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/796358-5de1f54b4dff4527b84cb9c8ffa93a9b.jpg,15.0,15.0,75.0,45.0,E,Long Wait,Wait time > 30 min
White Gelatin,4.5,"White gelatin tastes creamy and is very moist, unlike regular gelatin. My family has been making this recipe every year for Thanksgiving and Christmas and it never gets old.",15 mins,,3 hrs 15 mins,12,"1 (8 ounce) package cream cheese, softened | ½ cup white sugar | 1 (.25 ounce) envelope unflavored gelatin | ⅓ cup boiling water | 1 cup milk | 1 tablespoon lemon juice | 1 teaspoon vanilla extract | 1 ½ cups frozen whipped topping, thawed",https://www.allrecipes.com/thmb/tYGA-JOdcl1bXVvvmh4ZbrQ0s0U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/193145-c0b75bb3f2ee4e7aa293d845a00fbe89.jpg,15.0,,195.0,180.0,,,
Hawaiian Meatballs,4.4,"Hawaiian-style meatballs with pineapple chunks and green bell pepper in a sweet, somewhat tangy sauce.",20 mins,30 mins,50 mins,4,"1 pound ground beef | ½ teaspoon ground ginger | ¼ teaspoon garlic powder | ¼ teaspoon ground black pepper | 1 (8 ounce) can pineapple chunks, juice reserved | ⅓ cup water, or as needed | ¼ cup brown sugar | 2 tablespoons cornstarch | ¼ cup white vinegar | 1 tablespoon soy sauce | 1 green bell pepper, chopped",https://www.allrecipes.com/thmb/5P8Lmhit8rEmttdqAaYSB3x5ftc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6812256-hawaiian-meatballs-fabeveryday-4x3-1-b452ebb1058c4e45bc12466c2c7e3c7b.jpg,20.0,30.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Mediterranean-Style Skillet Tuna Casserole,4.5,"Extremely tasty, non-creamy tuna casserole that explodes with flavor.",25 mins,50 mins,1 hr 15 mins,4,"2 cups farfalle (bow tie) pasta | 1 tablespoon olive oil | ¼ cup thinly sliced onion | 2 cloves garlic, minced | 8 ounces chunk light tuna in water, drained and flaked | ¾ cup water | ½ cup dried cranberries | ½ cup sun-dried tomatoes, chopped | ¼ cup pitted Kalamata olives, halved | 2 tablespoons pine nuts (Optional) | 1 tablespoon chopped fresh parsley | ½ cup finely shredded Parmesan cheese | ½ cup coarsely torn fresh basil",https://www.allrecipes.com/thmb/2ShCIT84J5625i4DZFKukGHzOYM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/285934mediterranean-style-skillet-tuna-casseroleChefMo4x3-1ec920b1184f4b44b2ef2c63bac18a9b.jpg,25.0,50.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Quick Chicken Couscous,4.8,"Take a break from pasta, rice, and potatoes with this quick chicken couscous bowl. Made with chicken breast (or thighs, or even leftover chicken!) and diced veggies of your choice, it's an impressive meal that takes just minutes to make once all the ingredients are prepped. The chicken is moist and tender, the couscous is light yet satisfying, and the veggies add color, flavor, and texture. It can be eaten at any temperature and would be perfect to pack for a picnic.",20 mins,10 mins,40 mins,2,"1 ¼ cups whole wheat couscous | ½ teaspoon kosher salt | ¼ teaspoon freshly ground black pepper | 1 pinch cayenne pepper | 3 tablespoons olive oil | 1 (8 ounce) skinless, boneless chicken breast half | 1 pinch kosher salt to taste | 1 tablespoon olive oil, or more to taste | ½ cup diced red onion | 1 cup chicken broth | ½ cup diced zucchini | ½ cup diced green beans | ½ cup diced red bell pepper | ¼ cup thinly sliced green onions | ½ teaspoon smoked paprika | ½ teaspoon ground turmeric | 2 tablespoons chopped flat-leaf (Italian) parsley, or to taste | 2 tablespoons crumbled feta cheese, or to taste | 1 pinch chili flakes",,20.0,10.0,40.0,10.0,D,Short Wait,Wait time 1-30 min
Flash Pizza,4.6,"Cheesy, pepperoni-topped pizzas with a crispy, chewy crust. The homemade dough is inspired by the famous 2-ingredient pizza doughs, with just a few more ingredients to add better flavor, and it's ready to top and bake in just 10 minutes.",15 mins,30 mins,1 hr 5 mins,4,"2 cups self-rising flour, or more as needed | 1 ½ teaspoons white sugar | 2 tablespoons finely grated Parmigiano-Reggiano cheese | 1 tablespoon olive oil | 1 cup plain Greek yogurt | 1 teaspoon water, or as needed (Optional) | 2 tablespoons cornmeal, divided | ⅔ cup pizza sauce, divided | 8 ounces low-moisture mozzarella cheese, shredded | ¼ cup finely grated Parmigiano-Reggiano cheese, divided | 26 slices pepperoni, divided | 2 teaspoons olive oil, divided",,15.0,30.0,65.0,20.0,D,Short Wait,Wait time 1-30 min
Southwest-Style Egg Rolls,4.4,"Corn, black beans, cumin, and Monterey Jack cheese lend Southwestern flavor to these fried egg rolls. They're perfect for parties. Serve with salsa or ranch dressing, or combine equal amounts of salsa and ranch dressing for a different taste.",15 mins,5 mins,20 mins,8,"¼ cup olive oil | ¼ cup chopped green onion | 8 cups fresh baby spinach | 1 cup frozen corn | 1 (15 ounce) can black beans, drained | 1 tablespoon fresh lime juice | ½ teaspoon salt | 1 teaspoon ground cumin | 6 ounces Monterey Jack cheese, shredded | 1 (14 ounce) package egg roll wrappers | vegetable oil for frying",https://www.allrecipes.com/thmb/pvYoYFNedNWK29hSZvHMBizBz8I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2261141-c5eac6873985472ca94b696adffb962a.jpg,15.0,5.0,20.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Louise's Herbed Beef Tenderloin,4.8,This is a simple recipe for a tender and well-seasoned beef tenderloin.,10 mins,40 mins,50 mins,12,"1 (3 pound) beef tenderloin | 2 teaspoons olive oil | 2 cloves garlic, minced | 2 teaspoons dried basil | 1 ½ teaspoons dried rosemary, crushed | 1 teaspoon sea salt | fresh ground black pepper to taste",https://www.allrecipes.com/thmb/rsAHbG0Cb6Arje9g7GuFGPf6Sp8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4413569-9b5232b0860442b189a30e032f7b840b.jpg,10.0,40.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Rizogalo (Greek Rice Pudding),4.6,"Greek rice pudding is simple, comforting, and delicious. Some people in Greece make it with eggs, but my aunt prefers it without. It's best enjoyed cold — if you can wait that long!",5 mins,40 mins,5 hrs 15 mins,6,"2 cups water | ½ cup uncooked short-grain white rice | 2 1/2 cups whole milk, divided | 4 tablespoons white sugar | 4 tablespoons cornstarch | 1 teaspoon vanilla extract | ¼ teaspoon ground cinnamon, or more to taste",https://www.allrecipes.com/thmb/9iSbWp6YSKkq8BmI4E-lxBM3l_k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5720524-74581012b91645e7a45ff60b8a4f1ccd.jpg,5.0,40.0,315.0,270.0,E,Long Wait,Wait time > 30 min
Char Siu (Chinese BBQ Pork),4.5,"Char siu pork is Chinese restaurant-style pork with a deep red, sticky glaze. This version uses pork tenderloin and is easy to make at home on your charcoal BBQ. Enjoy the sweet and savory taste on its own or serve it over rice or noodles.",10 mins,35 mins,2 hrs 45 mins,4,½ cup soy sauce | ⅓ cup honey | ⅓ cup ketchup | ⅓ cup brown sugar | ¼ cup Chinese rice wine | 2 tablespoons hoisin sauce | 2 tablespoons red bean curd (Optional) | 1 teaspoon Chinese five-spice powder (Optional) | 2 (1 pound) pork tenderloins,,10.0,35.0,165.0,120.0,E,Long Wait,Wait time > 30 min
Eggplant Parmesan Bites,5.0,A bite-size version of one of my favorite entrees. It's eggplant Parmesan you can eat while standing up! Serve warm or room temperature.,30 mins,15 mins,1 hr 15 mins,24,"1 tablespoon sea salt (such as Diamond Crystal®), divided | 1 small eggplant, cut into 1/2-inch rounds | 1 cup Italian-seasoned bread crumbs | 1 egg | 1 teaspoon olive oil, or more as needed | ½ cup ricotta cheese | 24 pita chips, or more to taste | 24 cherry tomatoes, or more to taste | 24 basil leaves, or more to taste",https://www.allrecipes.com/thmb/qS7mnTi2JgwddeWEnRb9TYsHCN8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1760349-066bbdc6dda2460db360211e72227e4e.jpg,30.0,15.0,75.0,30.0,D,Short Wait,Wait time 1-30 min
Tomato Bisque,4.9,"This tomato bisque is proof you don't need a whole basket of vine-ripened tomatoes to make delicious tomato bisque. This recipe uses canned tomatoes. Rice makes this soup silky, not starchy.",10 mins,1 hr,1 hr 10 mins,6,"1 tablespoon olive oil | 1 cup diced onion | ½ cup diced celery | 1 pinch salt | 3 cloves garlic, chopped | 1 (32 ounce) container chicken broth, or more as needed | 1 (28 ounce) can crushed San Marzano tomatoes | ½ teaspoon paprika | 1 pinch freshly ground black pepper, or to taste | 1 pinch cayenne pepper, or to taste | 3 tablespoons uncooked jasmine rice | 1 teaspoon white sugar, or to taste | ½ cup heavy whipping cream | salt and freshly ground black pepper to taste | 2 tablespoons heavy whipping cream, divided | 2 tablespoons thinly sliced fresh basil leaves, divided",,10.0,60.0,70.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Fried Chicken Chunks (Chicharrones De Pollo) Dominican,4.3,"You'll fall in love with this chicharrones de pollo recipe, a Dominican version of fried chicken with added flavors. You can serve it with Spanish white rice or fried plantains (tostones).",20 mins,20 mins,4 hrs 40 mins,5,"1 pound skinless, boneless chicken breast meat - cut into chunks | ½ cup dark rum | ½ cup lemon juice | ½ cup minced garlic | ¼ cup Worcestershire sauce | 3 tablespoons garlic powder | 1 teaspoon adobo seasoning | 1 teaspoon onion powder | 1 teaspoon ground black pepper | 1 teaspoon ground coriander | 2 (.18 ounce) packets sazon with coriander and achiote | 4 cups corn oil for frying | 3 cups all-purpose flour",https://www.allrecipes.com/thmb/V8t5LmFb-C2NTxyVkh8imuSAZQg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/382973-57238cdb0ccb44b490db631addb38b74.jpg,20.0,20.0,280.0,240.0,E,Long Wait,Wait time > 30 min
Artichoke and Egg Spread,4.2,Eat with crackers. Friends will think you are good at creative cooking with this mix of artichoke hearts and curry powder.,10 mins,,10 mins,10,"1 (14 ounce) can artichoke hearts, drained and chopped | ½ cup mayonnaise | ½ cup sour cream | 3 hard-boiled eggs, chopped | ½ teaspoon curry powder, or to taste | salt and ground black pepper to taste",https://www.allrecipes.com/thmb/B-UepX_9qg-1YH58x1r38bzoGKI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/980399-06eebb479da04f87b0c880829908cd77.jpg,10.0,,10.0,0.0,,,
Flank Steak Barbecue,4.6,Cook flank steak on the grill for an excellent piece of meat with a great flavor.,10 mins,10 mins,4 hrs 30 mins,6,"¾ cup vegetable oil | ¼ cup soy sauce | 2 tablespoons distilled white vinegar | 3 tablespoons honey | 1 ½ teaspoons garlic powder | 1 ½ teaspoons ground ginger | 1 green onion, thinly sliced | 1 (1 1/2-pound) flank steak",https://www.allrecipes.com/thmb/UzBMAuRqqkqaY_l-Zay5WWcQI_g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/84156flank-steak-barbecueSheilaLaLonde4x3-c8e07ba3a66e44338a68d5ba675c00fa.jpg,10.0,10.0,270.0,250.0,E,Long Wait,Wait time > 30 min
